"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Probable Pitcher","Batting Order"
"20271-60639","P","Jose","Jose Berrios","Berrios","33.285714285714285","14","8500","MIN@OAK","MIN","OAK","","","",""
"20271-5599","P","Trevor","Trevor Cahill","Cahill","33.09090909090909","11","8400","KAN@BOS","KAN","BOS","","","Yes",""
"20271-37999","P","Michael","Michael Wacha","Wacha","31.31578947368421","19","8300","ARI@STL","STL","ARI","","","",""
"20271-13438","P","Drew","Drew Pomeranz","Pomeranz","31.75","20","8300","KAN@BOS","BOS","KAN","","","",""
"20271-5659","P","Rick","Rick Porcello","Porcello","30.272727272727273","22","8300","KAN@BOS","BOS","KAN","","","",""
"20271-52873","P","Joe","Joe Ross","Ross","18","20","8300","COL@WAS","WAS","COL","DL","Elbow","",""
"20271-12175","P","Ivan","Ivan Nova","Nova","29.3","20","8300","PIT@SDP","PIT","SDP","","","Yes",""
"20271-52165","P","Sean","Sean Manaea","Manaea","32.26315789473684","19","8300","MIN@OAK","OAK","MIN","","","",""
"20271-13268","P","Danny","Danny Duffy","Duffy","31.375","16","8300","KAN@BOS","KAN","BOS","","","",""
"20271-5283","P","Ervin","Ervin Santana","Santana","32.666666666666664","21","8200","MIN@OAK","MIN","OAK","","","",""
"20271-21118","P","Danny","Danny Salazar","Salazar","30.142857142857142","14","8200","CLE@CWS","CLE","CWS","","","",""
"20271-52142","P","Eduardo","Eduardo Rodriguez","Rodriguez","31.615384615384617","13","8200","KAN@BOS","BOS","KAN","","","Yes",""
"20271-38183","P","Nate","Nate Karns","Karns","27.77777777777778","9","8100","KAN@BOS","KAN","BOS","DL","Forearm","",""
"20271-53398","P","Kyle","Kyle Hendricks","Hendricks","24.846153846153847","13","8000","CHC@MIL","CHC","MIL","","","Yes",""
"20271-5431","P","Adam","Adam Wainwright","Wainwright","24.272727272727273","22","8000","ARI@STL","STL","ARI","DL","Back","",""
"20271-13664","P","Patrick","Patrick Corbin","Corbin","26.82608695652174","23","8000","ARI@STL","ARI","STL","","","",""
"20271-5885","P","Jhoulys","Jhoulys Chacin","Chacin","26.130434782608695","23","8000","PIT@SDP","SDP","PIT","","","",""
"20271-70559","P","Mike","Mike Clevinger","Clevinger","30.285714285714285","14","8000","CLE@CWS","CLE","CWS","","","",""
"20271-11354","P","Lance","Lance Lynn","Lynn","30.761904761904763","21","7900","ARI@STL","STL","ARI","","","",""
"20271-80433","P","Dinelson","Dinelson Lamet","Lamet","29.7","10","7900","PIT@SDP","SDP","PIT","","","Yes",""
"20271-16959","P","Trevor","Trevor Bauer","Bauer","28.1","20","7900","CLE@CWS","CLE","CWS","","","",""
"20271-38000","P","Kevin","Kevin Gausman","Gausman","22.818181818181817","22","7800","BAL@TEX","BAL","TEX","","","Yes",""
"20271-12455","P","Josh","Josh Tomlin","Tomlin","23.263157894736842","19","7800","CLE@CWS","CLE","CWS","","","",""
"20271-12918","P","Julio","Julio Teheran","Teheran","20.307692307692307","26","7800","ATL@PHI","ATL","PHI","","","",""
"20271-23409","P","Dan","Dan Straily","Straily","28.428571428571427","21","7800","CIN@MIA","MIA","CIN","","","",""
"20271-68662","P","Luis","Luis Perdomo","Perdomo","24.27777777777778","18","7700","PIT@SDP","SDP","PIT","","","",""
"20271-11339","P","Mike","Mike Leake","Leake","27.714285714285715","21","7700","ARI@STL","STL","ARI","","","Yes",""
"20271-38101","P","Tanner","Tanner Roark","Roark","26.5","20","7700","COL@WAS","WAS","COL","","","Yes",""
"20271-53607","P","Anthony","Anthony DeSclafani","DeSclafani","33","20","7700","CIN@MIA","CIN","MIA","DL","Elbow","",""
"20271-16961","P","Jameson","Jameson Taillon","Taillon","28.642857142857142","14","7700","PIT@SDP","PIT","SDP","","","",""
"20271-5754","P","John","John Lackey","Lackey","24.6","20","7700","CHC@MIL","CHC","MIL","","","",""
"20271-6200","P","Jason","Jason Vargas","Vargas","31.4","20","7600","KAN@BOS","KAN","BOS","","","",""
"20271-38272","P","Mike","Mike Foltynewicz","Foltynewicz","29.8","20","7600","ATL@PHI","ATL","PHI","","","",""
"20271-8101","P","Ian","Ian Kennedy","Kennedy","25.68421052631579","19","7600","KAN@BOS","KAN","BOS","","","",""
"20271-38148","P","Steven","Steven Wright","Wright","11","5","7500","KAN@BOS","BOS","KAN","DL","Knee","",""
"20271-16922","P","Wei-Yin","Wei-Yin Chen","Chen","25.2","5","7500","CIN@MIA","MIA","CIN","DL","Elbow","",""
"20271-60637","P","Sean","Sean Newcomb","Newcomb","27.25","8","7400","ATL@PHI","ATL","PHI","","","Yes",""
"20271-11088","P","Jaime","Jaime Garcia","Garcia","28.31578947368421","19","7400","MIN@OAK","MIN","OAK","","","",""
"20271-39127","P","Jerad","Jerad Eickhoff","Eickhoff","25.352941176470587","17","7300","ATL@PHI","PHI","ATL","","","Yes",""
"20271-38306","P","Adam","Adam Conley","Conley","19.333333333333332","9","7300","CIN@MIA","MIA","CIN","","","Yes",""
"20271-21097","P","Taijuan","Taijuan Walker","Walker","30.375","16","7300","ARI@STL","ARI","STL","","","",""
"20271-68529","P","Jharel","Jharel Cotton","Cotton","24.642857142857142","14","7300","MIN@OAK","OAK","MIN","DL","Finger","",""
"20271-60633","P","Carlos","Carlos Rodon","Rodon","25","5","7200","CLE@CWS","CWS","CLE","","","",""
"20271-6206","P","Edinson","Edinson Volquez","Volquez","25.823529411764707","17","7100","CIN@MIA","MIA","CIN","DL","Knee","",""
"20271-5258","P","Jason","Jason Hammel","Hammel","23.9","20","7100","KAN@BOS","KAN","BOS","","","",""
"20271-60632","P","Kyle","Kyle Freeland","Freeland","24.181818181818183","22","7100","COL@WAS","COL","WAS","","","",""
"20271-65988","P","Zach","Zach Davies","Davies","24.666666666666668","21","7100","CHC@MIL","MIL","CHC","","","",""
"20271-23093","P","A.J.","A.J. Griffin","Griffin","22.875","8","7100","BAL@TEX","TEX","BAL","DL","Oblique","",""
"20271-11321","P","Mike","Mike Montgomery","Montgomery","13.428571428571429","28","7000","CHC@MIL","CHC","MIL","","","",""
"20271-58434","P","Kendall","Kendall Graveman","Graveman","26.125","8","7000","MIN@OAK","OAK","MIN","DL","Shoulder","",""
"20271-79162","P","Luis","Luis Castillo","Castillo","30.714285714285715","7","7000","CIN@MIA","CIN","MIA","","","",""
"20271-38246","P","Tyler","Tyler Anderson","Anderson","21.53846153846154","13","7000","COL@WAS","COL","WAS","DL","Knee","",""
"20271-62872","P","Vince","Vince Velasquez","Velasquez","20.53846153846154","13","7000","ATL@PHI","PHI","ATL","","","",""
"20271-16957","P","Dylan","Dylan Bundy","Bundy","28","20","7000","BAL@TEX","BAL","TEX","","","",""
"20271-60653","P","Adalberto","Adalberto Mejia","Mejia","23.133333333333333","15","6900","MIN@OAK","MIN","OAK","","","Yes",""
"20271-80569","P","Daniel","Daniel Gossett","Gossett","19.77777777777778","9","6900","MIN@OAK","OAK","MIN","","","",""
"20271-5914","P","R.A.","R.A. Dickey","Dickey","25.75","20","6900","ATL@PHI","ATL","PHI","","","",""
"20271-52155","P","Jon","Jon Gray","Gray","21.875","8","6900","COL@WAS","COL","WAS","","","",""
"20271-52183","P","Tyler","Tyler Glasnow","Glasnow","13.466666666666667","15","6900","PIT@SDP","PIT","SDP","","","",""
"20271-60646","P","Ben","Ben Lively","Lively","21.571428571428573","7","6800","ATL@PHI","PHI","ATL","","","",""
"20271-73301","P","Brent","Brent Suter","Suter","17","14","6800","CHC@MIL","MIL","CHC","","","",""
"20271-5416","P","Brett","Brett Anderson","Anderson","11.666666666666666","6","6700","CHC@MIL","CHC","MIL","","","",""
"20271-10968","P","Jeremy","Jeremy Hellickson","Hellickson","21.15","20","6700","BAL@TEX","BAL","TEX","","","",""
"20271-68510","P","Amir","Amir Garrett","Garrett","18.333333333333332","12","6700","CIN@MIA","CIN","MIA","","","",""
"20271-80859","P","Paul","Paul Blackburn","Blackburn","26","5","6700","MIN@OAK","OAK","MIN","","","",""
"20271-12269","P","Andrew","Andrew Cashner","Cashner","24.647058823529413","17","6700","BAL@TEX","TEX","BAL","","","",""
"20271-11317","P","Tyson","Tyson Ross","Ross","16.142857142857142","7","6600","BAL@TEX","TEX","BAL","DL","Finger","",""
"20271-5505","P","Scott","Scott Feldman","Feldman","26.157894736842106","19","6600","CIN@MIA","CIN","MIA","DL","Knee","",""
"20271-80318","P","Austin","Austin Bibens-Dirkx","Bibens-Dirkx","14.333333333333334","12","6600","BAL@TEX","TEX","BAL","","","Yes",""
"20271-63476","P","Brian","Brian Johnson","Johnson","25","5","6600","KAN@BOS","BOS","KAN","DTD","Shoulder","",""
"20271-11328","P","Martin","Martin Perez","Perez","22.894736842105264","19","6500","BAL@TEX","TEX","BAL","","","",""
"20271-79951","P","Nick","Nick Pivetta","Pivetta","25","14","6500","ATL@PHI","PHI","ATL","","","",""
"20271-73880","P","German","German Marquez","Marquez","29.6875","16","6500","COL@WAS","COL","WAS","","","Yes",""
"20271-79140","P","Eric","Eric Skoglund","Skoglund","15","3","6500","KAN@BOS","KAN","BOS","","","",""
"20271-5711","P","Matt","Matt Garza","Garza","23.866666666666667","15","6500","CHC@MIL","MIL","CHC","DL","Lower leg","",""
"20271-12934","P","Tyler","Tyler Chatwood","Chatwood","21.954545454545453","22","6500","COL@WAS","COL","WAS","","","",""
"20271-70351","P","Tim","Tim Adleman","Adleman","24.42105263157895","19","6500","CIN@MIA","CIN","MIA","","","Yes",""
"20271-17124","P","Chad","Chad Bettis","Bettis","25.84375","32","6500","COL@WAS","COL","WAS","DL","Illness","",""
"20271-60656","P","Jeff","Jeff Hoffman","Hoffman","23.76923076923077","13","6400","COL@WAS","COL","WAS","","","",""
"20271-53608","P","Jose","Jose Urena","Urena","19.083333333333332","24","6400","CIN@MIA","MIA","CIN","","","",""
"20271-68483","P","Trevor","Trevor Williams","Williams","18.19047619047619","21","6400","PIT@SDP","PIT","SDP","","","",""
"20271-5085","P","Ubaldo","Ubaldo Jimenez","Jimenez","17.714285714285715","21","6400","BAL@TEX","BAL","TEX","","","",""
"20271-52196","P","A.J.","A.J. Cole","Cole","31","1","6400","COL@WAS","WAS","COL","","","",""
"20271-5125","P","Edwin","Edwin Jackson","Jackson","9.666666666666666","6","6300","COL@WAS","WAS","COL","","","",""
"20271-5615","P","James","James Shields","Shields","18.7","10","6300","CLE@CWS","CWS","CLE","","","",""
"20271-5686","P","Chris","Chris Tillman","Tillman","14.071428571428571","14","6300","BAL@TEX","BAL","TEX","","","",""
"20271-5764","P","Derek","Derek Holland","Holland","22.15","20","6300","CLE@CWS","CWS","CLE","","","",""
"20271-79936","P","Mark","Mark Leiter Jr.","Leiter Jr.","9.4375","16","6200","ATL@PHI","PHI","ATL","","","",""
"20271-5197","P","Clay","Clay Buchholz","Buchholz","3.5","2","6200","ATL@PHI","PHI","ATL","DL","Forearm","",""
"20271-12972","P","Wade","Wade Miley","Miley","20.571428571428573","21","6200","BAL@TEX","BAL","TEX","","","",""
"20271-5962","P","Miguel","Miguel Gonzalez","Gonzalez","23.466666666666665","15","6200","CLE@CWS","CWS","CLE","","","Yes",""
"20271-53067","P","Chris","Chris Bassitt","Bassitt","20.8","5","6200","MIN@OAK","OAK","MIN","","","",""
"20271-70573","P","Ryan","Ryan Merritt","Merritt","7.5","2","6200","CLE@CWS","CLE","CWS","","","",""
"20271-21652","P","Lisalverto","Lisalverto Bonilla","Bonilla","10.777777777777779","9","6100","CIN@MIA","CIN","MIA","","","",""
"20271-53001","P","Roenis","Roenis Elias","Elias","-0.3333333333333333","3","6100","KAN@BOS","BOS","KAN","DL","Ribs","",""
"20271-68484","P","Chad","Chad Kuhl","Kuhl","19.454545454545453","22","6100","PIT@SDP","PIT","SDP","","","",""
"20271-52154","P","Eddie","Eddie Butler","Butler","16.153846153846153","13","6100","CHC@MIL","CHC","MIL","","","",""
"20271-6169","P","Chris","Chris Smith","Smith","26","3","6000","MIN@OAK","OAK","MIN","","","Yes",""
"20271-21600","P","Zach","Zach Lee","Lee","11","3","6000","PIT@SDP","SDP","PIT","","","",""
"20271-81014","P","Chris","Chris O'Grady","O'Grady","29.5","4","6000","CIN@MIA","MIA","CIN","","","",""
"20271-79147","P","Jake","Jake Junis","Junis","17.555555555555557","9","6000","KAN@BOS","KAN","BOS","","","",""
"20271-79192","P","Felix","Felix Jorge","Jorge","7","2","6000","MIN@OAK","MIN","OAK","","","",""
"20271-53599","P","Chi Chi","Chi Chi Gonzalez","Gonzalez","7.333333333333333","3","6000","BAL@TEX","TEX","BAL","DL","Elbow","",""
"20271-53043","P","Jesse","Jesse Hahn","Hahn","20.928571428571427","14","6000","MIN@OAK","OAK","MIN","","","",""
"20271-62871","P","Junior","Junior Guerra","Guerra","19.5","12","5900","CHC@MIL","MIL","CHC","","","Yes",""
"20271-5647","P","Jorge","Jorge De La Rosa","De La Rosa","3.9069767441860463","43","5800","ARI@STL","ARI","STL","","","",""
"20271-68479","P","Gabriel","Gabriel Ynoa","Ynoa","15.5","4","5800","BAL@TEX","BAL","TEX","","","",""
"20271-68517","P","Antonio","Antonio Senzatela","Senzatela","21.666666666666668","21","5800","COL@WAS","COL","WAS","","","",""
"20271-68561","P","Luke","Luke Weaver","Weaver","11","3","5800","ARI@STL","STL","ARI","","","",""
"20271-79825","P","Sal","Sal Romano","Romano","23.4","5","5800","CIN@MIA","CIN","MIA","","","",""
"20271-70634","P","Daniel","Daniel Mengden","Mengden","3","2","5800","MIN@OAK","OAK","MIN","DTD","Ribs","",""
"20271-39107","P","Justin","Justin Nicolino","Nicolino","11.833333333333334","6","5700","CIN@MIA","MIA","CIN","","","",""
"20271-53590","P","Nick","Nick Martinez","Martinez","18.357142857142858","14","5700","BAL@TEX","TEX","BAL","","","",""
"20271-13783","P","Hector","Hector Santiago","Santiago","18.4","15","5700","MIN@OAK","MIN","OAK","DL","Back","",""
"20271-80381","P","Hector","Hector Velazquez","Velazquez","19.25","4","5700","KAN@BOS","BOS","KAN","","","",""
"20271-71188","P","Steven","Steven Brault","Brault","6","2","5700","PIT@SDP","PIT","SDP","","","",""
"20271-80476","P","Jackson","Jackson Stephens","Stephens","36","1","5700","CIN@MIA","CIN","MIA","","","",""
"20271-17118","P","Robbie","Robbie Erlin","Erlin","25","3","5700","PIT@SDP","SDP","PIT","DL","Elbow","",""
"20271-17163","P","Taylor","Taylor Jungmann","Jungmann","2","1","5700","CHC@MIL","MIL","CHC","","","",""
"20271-68468","P","Tyler","Tyler Danish","Danish","39","1","5700","CLE@CWS","CWS","CLE","","","",""
"20271-64488","P","Colin","Colin Rea","Rea","21.142857142857142","21","5700","PIT@SDP","SDP","PIT","DL","Elbow","",""
"20271-11340","P","Christian","Christian Friedrich","Friedrich","22.625","24","5600","PIT@SDP","SDP","PIT","DL","Elbow","",""
"20271-21638","P","Jarred","Jarred Cosart","Cosart","11.142857142857142","7","5600","PIT@SDP","SDP","PIT","DL","Elbow","",""
"20271-73870","P","Raul","Raul Alcantara","Alcantara","-4","3","5600","MIN@OAK","OAK","MIN","DTD","Biceps","",""
"20271-71187","P","Jayson","Jayson Aquino","Aquino","14","4","5600","BAL@TEX","BAL","TEX","","","",""
"20271-12936","P","Kyle","Kyle Gibson","Gibson","18.333333333333332","18","5600","MIN@OAK","MIN","OAK","","","",""
"20271-5790","P","Homer","Homer Bailey","Bailey","13","7","5600","CIN@MIA","CIN","MIA","","","",""
"20271-5796","P","Clayton","Clayton Richard","Richard","23.142857142857142","21","5600","PIT@SDP","SDP","PIT","","","",""
"20271-79873","P","Dylan","Dylan Covey","Covey","9.625","8","5500","CLE@CWS","CWS","CLE","DL","Oblique","",""
"20271-68619","P","Matt","Matt Bowman","Bowman","3.5961538461538463","52","5500","ARI@STL","STL","ARI","","","",""
"20271-79888","P","Ben","Ben Taylor","Taylor","5.428571428571429","14","5500","KAN@BOS","BOS","KAN","DL","Oblique","",""
"20271-79895","P","Miguel","Miguel Diaz","Diaz","4.333333333333333","24","5500","PIT@SDP","SDP","PIT","DL","Forearm","",""
"20271-38935","P","Enrique","Enrique Burgos","Burgos","4.209302325581396","43","5500","ATL@PHI","ATL","PHI","","","",""
"20271-79901","P","Justin","Justin Haley","Haley","6","10","5500","KAN@BOS","BOS","KAN","DTD","Shoulder","",""
"20271-79900","P","Barrett","Barrett Astin","Astin","2","6","5500","CIN@MIA","CIN","MIA","","","",""
"20271-79903","P","Glenn","Glenn Sparkman","Sparkman","-7.5","2","5500","KAN@BOS","KAN","BOS","","","",""
"20271-79902","P","Armando","Armando Rivero","Rivero","0","0","5500","ATL@PHI","ATL","PHI","DL","Shoulder","",""
"20271-68654","P","John","John Gant","Gant","13","1","5500","ARI@STL","STL","ARI","","","",""
"20271-6192","P","Carlos","Carlos Torres","Torres","4.645833333333333","48","5500","CHC@MIL","MIL","CHC","","","",""
"20271-6196","P","Koji","Koji Uehara","Uehara","5.131578947368421","38","5500","CHC@MIL","CHC","MIL","","","",""
"20271-79927","P","Stefan","Stefan Crichton","Crichton","3.5","8","5500","BAL@TEX","BAL","TEX","","","",""
"20271-79930","P","Shane","Shane Carle","Carle","6","1","5500","COL@WAS","COL","WAS","","","",""
"20271-11325","P","Sean","Sean Doolittle","Doolittle","5.703703703703703","27","5500","COL@WAS","WAS","COL","","","",""
"20271-21565","P","Ryan","Ryan Buchter","Buchter","5.534883720930233","43","5500","KAN@BOS","KAN","BOS","","","",""
"20271-11327","P","Matt","Matt Bush","Bush","5.55","40","5500","BAL@TEX","TEX","BAL","","","",""
"20271-11329","P","Tanner","Tanner Scheppers","Scheppers","3.6","5","5500","BAL@TEX","TEX","BAL","","","",""
"20271-58433","P","Dario","Dario Alvarez","Alvarez","4.85","20","5500","BAL@TEX","TEX","BAL","","","",""
"20271-5187","P","Jason","Jason Motte","Motte","3.5161290322580645","31","5500","ATL@PHI","ATL","PHI","DL","Back","",""
"20271-11333","P","Craig","Craig Kimbrel","Kimbrel","8.682926829268293","41","5500","KAN@BOS","BOS","KAN","","","",""
"20271-38981","P","Brandon","Brandon Workman","Workman","8.222222222222221","9","5500","KAN@BOS","BOS","KAN","","","",""
"20271-38982","P","Noe","Noe Ramirez","Ramirez","10","2","5500","KAN@BOS","BOS","KAN","","","",""
"20271-13383","P","Neil","Neil Ramirez","Ramirez","5.206896551724138","29","5500","COL@WAS","WAS","COL","","","",""
"20271-38984","P","Jack","Jack Leathersich","Leathersich","-1","1","5500","CHC@MIL","CHC","MIL","","","",""
"20271-79950","P","Ariel","Ariel Hernandez","Hernandez","8.2","10","5500","CIN@MIA","CIN","MIA","","","",""
"20271-5203","P","Fernando","Fernando Rodney","Rodney","5.081081081081081","37","5500","ARI@STL","ARI","STL","","","",""
"20271-13399","P","Zach","Zach McAllister","McAllister","7.588235294117647","34","5500","CLE@CWS","CLE","CWS","","","",""
"20271-79960","P","Paul","Paul Fry","Fry","0","0","5500","BAL@TEX","BAL","TEX","DL","Undisclosed","",""
"20271-39003","P","Jairo","Jairo Diaz","Diaz","1.5","4","5500","COL@WAS","COL","WAS","","","",""
"20271-5214","P","Anthony","Anthony Swarzak","Swarzak","6.880952380952381","42","5500","CHC@MIL","MIL","CHC","","","",""
"20271-5215","P","Brian","Brian Duensing","Duensing","5.878048780487805","41","5500","CHC@MIL","CHC","MIL","","","",""
"20271-73824","P","Alex","Alex Wimmers","Wimmers","5.166666666666667","6","5500","MIN@OAK","MIN","OAK","","","",""
"20271-13415","P","Tom","Tom Koehler","Koehler","13.833333333333334","12","5500","CIN@MIA","MIA","CIN","","","",""
"20271-72809","P","Austin","Austin Brice","Brice","5","19","5500","CIN@MIA","CIN","MIA","","","",""
"20271-13421","P","Arodys","Arodys Vizcaino","Vizcaino","5.45","40","5500","ATL@PHI","ATL","PHI","","","",""
"20271-73836","P","Juan","Juan Minaya","Minaya","7.470588235294118","17","5500","CLE@CWS","CWS","CLE","","","",""
"20271-6257","P","Pedro","Pedro Strop","Strop","4.955555555555556","45","5500","CHC@MIL","CHC","MIL","","","",""
"20271-38001","P","Matt","Matt Barnes","Barnes","6.456521739130435","46","5500","KAN@BOS","BOS","KAN","","","",""
"20271-40052","P","Ian","Ian Krol","Krol","3.7560975609756095","41","5500","ATL@PHI","ATL","PHI","","","",""
"20271-5251","P","Boone","Boone Logan","Logan","3.1578947368421053","38","5500","CLE@CWS","CLE","CWS","DL","Shoulder","",""
"20271-39043","P","Tyler","Tyler Wilson","Wilson","5.888888888888889","9","5500","BAL@TEX","BAL","TEX","","","",""
"20271-54403","P","Trevor","Trevor Gott","Gott","-1.5","4","5500","COL@WAS","WAS","COL","","","",""
"20271-73862","P","Robby","Robby Scott","Scott","2.641025641025641","39","5500","KAN@BOS","BOS","KAN","","","",""
"20271-73866","P","Wandy","Wandy Peralta","Peralta","5.127659574468085","47","5500","CIN@MIA","CIN","MIA","","","",""
"20271-12432","P","Jhan","Jhan Marinez","Marinez","5.421052631578948","38","5500","PIT@SDP","PIT","SDP","","","",""
"20271-6290","P","Wade","Wade Davis","Davis","6.685714285714286","35","5500","CHC@MIL","CHC","MIL","","","",""
"20271-13458","P","Nate","Nate Jones","Jones","7","11","5500","CLE@CWS","CWS","CLE","DL","Elbow","",""
"20271-12435","P","Jeanmar","Jeanmar Gomez","Gomez","5.222222222222222","18","5500","CHC@MIL","MIL","CHC","","","",""
"20271-38036","P","T.J.","T.J. McFarland","McFarland","6.269230769230769","26","5500","ARI@STL","ARI","STL","","","",""
"20271-73877","P","Kevin","Kevin McCarthy","McCarthy","4.875","16","5500","KAN@BOS","KAN","BOS","","","",""
"20271-21653","P","Hector","Hector Neris","Neris","5.3478260869565215","46","5500","ATL@PHI","PHI","ATL","","","",""
"20271-81044","P","Austin","Austin Adams","Adams","-3","1","5500","COL@WAS","WAS","COL","","","",""
"20271-6295","P","Daniel","Daniel Hudson","Hudson","4.020833333333333","48","5500","PIT@SDP","PIT","SDP","","","",""
"20271-73878","P","Matt","Matt Koch","Koch","11.714285714285714","7","5500","ARI@STL","ARI","STL","","","",""
"20271-6296","P","Mike","Mike Dunn","Dunn","4.441860465116279","43","5500","COL@WAS","COL","WAS","","","",""
"20271-38041","P","Ryan","Ryan Pressly","Pressly","4.625","32","5500","MIN@OAK","MIN","OAK","","","",""
"20271-12442","P","Vance","Vance Worley","Worley","8.285714285714286","14","5500","CIN@MIA","MIA","CIN","","","",""
"20271-38043","P","Enny","Enny Romero","Romero","5.767441860465116","43","5500","COL@WAS","WAS","COL","","","",""
"20271-73882","P","Joely","Joely Rodriguez","Rodriguez","3.111111111111111","27","5500","BAL@TEX","TEX","BAL","","","",""
"20271-80035","P","Bobby","Bobby Wahl","Wahl","5","7","5500","MIN@OAK","OAK","MIN","DL","Shoulder","",""
"20271-6307","P","John","John Axford","Axford","3.6818181818181817","22","5500","MIN@OAK","OAK","MIN","","","",""
"20271-38051","P","Felipe","Felipe Rivero","Rivero","7.142857142857143","49","5500","PIT@SDP","PIT","SDP","","","",""
"20271-12453","P","Fernando","Fernando Abad","Abad","4.645161290322581","31","5500","KAN@BOS","BOS","KAN","","","",""
"20271-13479","P","Joe","Joe Kelly","Kelly","5.5","34","5500","KAN@BOS","BOS","KAN","DL","Hamstring","",""
"20271-38061","P","Johnny","Johnny Barbato","Barbato","5.466666666666667","15","5500","PIT@SDP","PIT","SDP","","","",""
"20271-54445","P","Asher","Asher Wojciechowski","Wojciechowski","14.090909090909092","11","5500","CIN@MIA","CIN","MIA","","","",""
"20271-12463","P","Greg","Greg Holland","Holland","6.368421052631579","38","5500","COL@WAS","COL","WAS","","Personal","",""
"20271-21679","P","Kevin","Kevin Quackenbush","Quackenbush","3.95","20","5500","PIT@SDP","SDP","PIT","","","",""
"20271-38065","P","Carson","Carson Smith","Smith","4.666666666666667","3","5500","KAN@BOS","BOS","KAN","DL","Elbow","",""
"20271-13494","P","Tom","Tom Wilhelmsen","Wilhelmsen","3.5925925925925926","27","5500","CHC@MIL","MIL","CHC","","","",""
"20271-39101","P","Nick","Nick Goody","Goody","6.135135135135135","37","5500","CLE@CWS","CLE","CWS","","","",""
"20271-12481","P","Mike","Mike Minor","Minor","7.2439024390243905","41","5500","KAN@BOS","KAN","BOS","","","",""
"20271-81088","P","Kyle","Kyle Martin","Martin","3.5","2","5500","KAN@BOS","BOS","KAN","","","",""
"20271-71875","P","Mike","Mike Mayers","Mayers","6","2","5500","ARI@STL","STL","ARI","","","",""
"20271-38083","P","Tyler","Tyler Lyons","Lyons","6.4","25","5500","ARI@STL","STL","ARI","","","",""
"20271-38084","P","Michael","Michael Blazek","Blazek","4.6","5","5500","CHC@MIL","MIL","CHC","","","",""
"20271-5321","P","Santiago","Santiago Casilla","Casilla","4.282051282051282","39","5500","MIN@OAK","OAK","MIN","","","",""
"20271-66765","P","Jorge","Jorge Lopez","Lopez","3","1","5500","CHC@MIL","MIL","CHC","","","",""
"20271-60626","P","Aaron","Aaron Blair","Blair","3","1","5500","ATL@PHI","ATL","PHI","","","",""
"20271-60628","P","Braden","Braden Shipley","Shipley","9.25","4","5500","ARI@STL","ARI","STL","","","",""
