"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Probable Pitcher","Batting Order"
"20238-38304","P","Archie","Archie Bradley","Bradley","7.783783783783784","37","5500","ARI@STL","ARI","STL","","","",""
"20238-61858","P","Raisel","Raisel Iglesias","Iglesias","7.5476190476190474","42","5500","CIN@MIA","CIN","MIA","","","",""
"20238-6052","P","Dustin","Dustin McGowan","McGowan","6.717948717948718","39","5500","CIN@MIA","MIA","CIN","","","",""
"20238-12198","P","Drew","Drew Storen","Storen","4.809523809523809","42","5500","CIN@MIA","CIN","MIA","","","",""
"20238-65959","P","Nefi","Nefi Ogando","Ogando","4.214285714285714","14","5500","CIN@MIA","CIN","MIA","DL","Shoulder","",""
"20238-13735","P","Buddy","Buddy Baumann","Baumann","4.25","4","5500","NYM@SDP","SDP","NYM","","","",""
"20238-72107","P","Josh","Josh Smoker","Smoker","5.625","24","5500","NYM@SDP","NYM","SDP","","","",""
"20238-65968","P","Silvino","Silvino Bracho","Bracho","4.777777777777778","9","5500","ARI@STL","ARI","STL","","","",""
"20238-52146","P","Carl","Carl Edwards Jr.","Edwards Jr.","6.222222222222222","45","5500","CHC@CWS","CHC","CWS","","","",""
"20238-68530","P","Jarlin","Jarlin Garcia","Garcia","3.159090909090909","44","5500","CIN@MIA","MIA","CIN","","","",""
"20238-70578","P","Cody","Cody Reed","Reed","9","7","5500","CIN@MIA","CIN","MIA","","","",""
"20238-52148","P","Pierce","Pierce Johnson","Johnson","9","1","5500","CHC@CWS","CHC","CWS","","","",""
"20238-52152","P","Robert","Robert Stephenson","Stephenson","7","15","5500","CIN@MIA","CIN","MIA","","","Yes",""
"20238-13241","P","Miguel","Miguel Socolovich","Socolovich","2.933333333333333","15","5500","ARI@STL","STL","ARI","","","",""
"20238-70584","P","Ryan","Ryan Garton","Garton","4","7","5500","TAM@NYY","TAM","NYY","","","",""
"20238-68540","P","Rookie","Rookie Davis","Davis","12","5","5500","CIN@MIA","CIN","MIA","","","",""
"20238-5566","P","Brett","Brett Cecil","Cecil","3.7551020408163267","49","5500","ARI@STL","STL","ARI","","","",""
"20238-64446","P","Kyle","Kyle Barraclough","Barraclough","5.574468085106383","47","5500","CIN@MIA","MIA","CIN","DL","Shoulder","",""
"20238-68543","P","Dillon","Dillon Overton","Overton","5.1","10","5500","NYM@SDP","SDP","NYM","","","",""
"20238-65987","P","Domingo","Domingo German","German","10.6","5","5500","TAM@NYY","NYY","TAM","","","",""
"20238-68553","P","Chih-Wei","Chih-Wei Hu","Hu","12","4","5500","TAM@NYY","TAM","NYY","","","",""
"20238-5074","P","Tyler","Tyler Clippard","Clippard","4.232558139534884","43","5500","CHC@CWS","CWS","CHC","","","",""
"20238-80346","P","Giovanny","Giovanny Gallegos","Gallegos","4.444444444444445","9","5500","TAM@NYY","NYY","TAM","","","",""
"20238-12256","P","Fernando","Fernando Salas","Salas","3.9069767441860463","43","5500","NYM@SDP","NYM","SDP","","","",""
"20238-79848","P","Paul","Paul Sewald","Sewald","6.352941176470588","34","5500","NYM@SDP","NYM","SDP","","","",""
"20238-5107","P","Sergio","Sergio Romo","Romo","4.064516129032258","31","5500","TAM@NYY","TAM","NYY","","","",""
"20238-52727","P","Jake","Jake Barrett","Barrett","7.125","8","5500","ARI@STL","ARI","STL","","","",""
"20238-52728","P","Michael","Michael Lorenzen","Lorenzen","5.673913043478261","46","5500","CIN@MIA","CIN","MIA","","","",""
"20238-53755","P","Hunter","Hunter Cervenka","Cervenka","8","1","5500","CIN@MIA","MIA","CIN","","","",""
"20238-60643","OF","Aaron","Aaron Judge","Judge","14.984375","96","4700","TAM@NYY","NYY","TAM","","","",""
"20238-12302","OF","Giancarlo","Giancarlo Stanton","Stanton","13.269388004225128","98","4400","CIN@MIA","MIA","CIN","","","",""
"20238-12968","1B","Paul","Paul Goldschmidt","Goldschmidt","14.515","100","4400","ARI@STL","ARI","STL","","","",""
"20238-12940","1B","Anthony","Anthony Rizzo","Rizzo","12.32800048828125","100","4300","CHC@CWS","CHC","CWS","","","",""
"20238-13540","OF","J.D.","J.D. Martinez","Martinez","13.183871361517138","62","4100","ARI@STL","ARI","STL","","","",""
"20238-12970","OF","A.J.","A.J. Pollock","Pollock","11.650908868963068","55","3900","ARI@STL","ARI","STL","","","",""
"20238-38196","3B","Jake","Jake Lamb","Lamb","13.106249491373697","96","3900","ARI@STL","ARI","STL","","","",""
"20238-13368","OF","Billy","Billy Hamilton","Hamilton","11.01290270077285","93","3800","CIN@MIA","CIN","MIA","","","",""
"20238-52147","3B","Kris","Kris Bryant","Bryant","12.074468085106384","94","3800","CHC@CWS","CHC","CWS","","","",""
"20238-13487","OF","Tommy","Tommy Pham","Pham","12.827777438693577","72","3700","ARI@STL","STL","ARI","","","",""
"20238-60642","OF","Michael","Michael Conforto","Conforto","11.975903614457831","83","3700","NYM@SDP","NYM","SDP","","","",""
"20238-38249","OF","Steven","Steven Souza Jr.","Souza Jr.","11.88437525431315","96","3700","TAM@NYY","TAM","NYY","","","",""
"20238-21609","OF","Christian","Christian Yelich","Yelich","11.1875","96","3600","CIN@MIA","MIA","CIN","","","",""
"20238-17086","OF","Marcell","Marcell Ozuna","Ozuna","12.14242399581755","99","3600","CIN@MIA","MIA","CIN","","","",""
"20238-5488","1B","Joey","Joey Votto","Votto","13.066336150216584","101","3600","CIN@MIA","CIN","MIA","","","",""
"20238-11338","SS","Zack","Zack Cozart","Cozart","11.8697365208676","76","3500","CIN@MIA","CIN","MIA","DTD","Quadriceps","",""
"20238-12935","2B","Dee","Dee Gordon","Gordon","10.253607995731315","97","3500","CIN@MIA","MIA","CIN","","","",""
"20238-5857","OF","Jay","Jay Bruce","Bruce","11.805376606602822","93","3500","NYM@SDP","NYM","SDP","","","",""
"20238-5948","OF","Brett","Brett Gardner","Gardner","11.609574987533245","94","3500","TAM@NYY","NYY","TAM","","","",""
"20238-13152","2B","Matt","Matt Carpenter","Carpenter","10.8273681640625","95","3500","ARI@STL","STL","ARI","","","",""
"20238-38117","OF","Adam","Adam Duvall","Duvall","11.371134020618557","97","3400","CIN@MIA","CIN","MIA","","","",""
"20238-49523","1B","Jose","Jose Abreu","Abreu","11.15979381443299","97","3400","CHC@CWS","CWS","CHC","","","",""
"20238-21887","C","Willson","Willson Contreras","Contreras","9.633708139483849","89","3400","CHC@CWS","CHC","CWS","","","",""
"20238-16945","C","Gary","Gary Sanchez","Sanchez","11.494029486357276","67","3300","TAM@NYY","NYY","TAM","","","",""
"20238-16964","OF","Yoenis","Yoenis Cespedes","Cespedes","9.962962962962964","54","3300","NYM@SDP","NYM","SDP","","","",""
"20238-12458","1B","Logan","Logan Morrison","Morrison","11.558333079020182","96","3300","TAM@NYY","TAM","NYY","","","",""
"20238-14004","1B","Justin","Justin Bour","Bour","11.003448135551364","87","3300","CIN@MIA","MIA","CIN","DL","Oblique","",""
"20238-54068","OF","Hunter","Hunter Renfroe","Renfroe","9.458695784859035","92","3300","NYM@SDP","SDP","NYM","","","",""
"20238-53586","OF","David","David Peralta","Peralta","10","88","3300","ARI@STL","ARI","STL","DTD","Knee","",""
